House_ID,House_Name,Location,BHK,Monthly_Rent,Area_sqft,Furnishing_Status,Floor_Type,Parking_Available,Distance_to_Metro_km,Amenities_Score,Listed_Date,Target_Tenant,Rating
774,City Homes 34,btm layout,3 BHK,,2084.4,unfurnished,GROUND FLOOR,No,1.39,8.4,12-Aug-26,Family,3.1
775,Elite Apartments 81,BTM Layout,3BHK,24278.79,480.3,unfurnished,Mid Rise,No,9.29,9.2,02-11-2026,BACHELOR,3
776,Sunshine Residency 45,Hebbal,3BHK,28234.1,1610.2,furnished,low rise,Yes,2.49,2.6,21-12-2026,bachelor,3.5
777,Metro View 63,indiranagar,3BHK,20072.44,2563.1,Furnished,ground floor,No,0.59,6.8,12-Jan-25,Bachelor,2.9
778,City Homes 95,KORAMANGALA,1 BHK,12951.74,713.4,FURNISHED,ground floor,no,4.7,9.2,18-05-2026,Bachelor,3
779,Urban Heights 55,Koramangala,3 BHK,31750.51,1848.8,FURNISHED,Low Rise,no,2.76 km,5.8,26-06-2025,Any,2.2
780,Comfort Villa 82,btm layout,2bhk,21573.17,1062.4,Unfurnished,ground floor,NO,9.91,7.9,09-Dec-25,Bachelor,3.8
781,Lake View Residency 45,Whitefield,1 BHK,12803.85,1106.4,FURNISHED,low rise,No,9.14,9.9,20-06-2026,family,2.2
782,Metro View 64,Marathahalli,2 BHK,21215.59,863.1,FURNISHED,low rise,Yes,9.1 km,7.8,22-Mar-27,bachelor,3.4
783,Lake View Residency 58,Hebbal,1BHK,7876.03,1003.3,Semi-Furnished,ground floor,NO,0.37,3.2,14-08-2025,Bachelor,3.7
784,Elite Apartments 83,Jayanagar,2BHK,26972.45,1006.4,semi-furnished,High Rise,No,6.09,5.9,22-Jan-25,FAMILY,2.2
785,Metro View 62,electronic city,1BHK,7310.92,537.5,semi-furnished,low rise,NO,8.9,7.3,16-03-2025,any,4.4
786,Budget Homes 68,Koramangala,3bhk,32530.21,2094.6,UNFURNISHED,GROUND FLOOR,no,5,3.1,17-04-2026,Bachelor,4.3
787,Lake View Residency 59,Electronic City,2 BHK,,1698.9,Unfurnished,Low Rise,No,0.34,1.6,12-08-2025,FAMILY,1.9
788,Green Park Apartments 44,Marathahalli,2bhk,,1622.1,furnished,Ground Floor,no,8.6,5,14-05-2026,Family,3.2
789,City Homes 21,Hebbal,3bhk,32464.69,2038.7,FURNISHED,low rise,YES,1.73,10,07-10-2025,Family,3.3
790,Comfort Villa 48,Koramangala,3 BHK,39117.01,2613.8,UNFURNISHED,HIGH RISE,YES,8.59,5,27-01-2026,Bachelor,3.3
791,Metro View 17,JP Nagar,3BHK,33091.09,2608,furnished,HIGH RISE,YES,9.6,7,14-10-2025,Family,2.5
792,Urban Heights 25,JP Nagar,2BHK,22240.24,1899,unfurnished,HIGH RISE,no,6.3,3.5,03-09-2025,Any,3.5
793,Sunshine Residency 80,electronic city,2BHK,12466.46,1159.2,UNFURNISHED,GROUND FLOOR,No,1.83,,29-12-2026,Any,4.9
794,Elite Apartments 54,jayanagar,4 BHK,48332.3,430.7,semi-furnished,Low Rise,No,1.57,4.7,03-02-2027,BACHELOR,
795,Comfort Villa 5,jayanagar,1bhk,7062.56,1024.6,FURNISHED,GROUND FLOOR,YES,1.28,,18-02-2027,Family,4.9
796,Metro View 28,btm layout,2BHK,24993.25,1700.3,Furnished,ground floor,No,5.16,8.9,02-Jan-25,FAMILY,1
797,Green Park Apartments 34,Indiranagar,1 BHK,24642.05,1809.7,furnished,HIGH RISE,NO,6.39,,22-06-2025,Any,2.5
798,Elite Apartments 27,Electronic City,1BHK,11123.78,,furnished,Low Rise,NO,6.19,4.2,15-04-2025,any,1.9
799,Royal Residency 67,Koramangala,1 BHK,16510.49,2203.5,Furnished,High Rise,YES,7.13,5.2,29-Oct-25,BACHELOR,
800,Urban Heights 17,hsr layout,1BHK,18898.45,1462.6,furnished,ground floor,yes,1.32,8.5,16-08-2025,Family,1.2
801,City Homes 13,indiranagar,1BHK,22893.94,769.5,furnished,Ground Floor,yes,3.77,2.6,25-07-2025,Bachelor,
802,Elite Apartments 25,JP Nagar,2bhk,24092.48,,Furnished,Ground Floor,no,8.13,,11-Jan-25,Any,1
803,City Homes 2,WHITEFIELD,2 BHK,18849.36,2116.6,Unfurnished,ground floor,Yes,3.46,3.8,04-04-2027,family,4.9
804,Budget Homes 93,jayanagar,2 BHK,500000,1708.7,UNFURNISHED,Ground Floor,No,7.28,7.6,02-01-2025,Any,2.9
805,Urban Heights 76,Hebbal,1BHK,16341.48,705.1,semi-furnished,GROUND FLOOR,Yes,6.01,1.2,18-02-2025,FAMILY,4.4
806,Metro View 56,Marathahalli,2BHK,19897.3,2402.8,semi-furnished,GROUND FLOOR,no,2.83,1.3,09-05-2026,family,1.9
807,Comfort Villa 91,JP Nagar,3BHK,35385.99,2407.3,semi-furnished,Mid Rise,NO,7.65,3.5,03-03-2026,any,1.8
808,Budget Homes 57,indiranagar,2BHK,14821.68,2004.9,unfurnished,low rise,YES,9.19,8.9,01-05-2025,BACHELOR,1.1
809,Metro View 100,Marathahalli,1 BHK,15702.76,2423.4,Semi-Furnished,High Rise,,7.48,7.5,24-11-2025,Any,2
810,Budget Homes 37,Electronic City,3BHK,26044.01,471.1,furnished,Ground Floor,NO,6.38,5.7,09-11-2025,any,3.4
811,Budget Homes 93,Koramangala,2 BHK,31072.66,1911.7,furnished,Ground Floor,YES,7.35,1,14-Jan-25,BACHELOR,2.5
812,Budget Homes 57,electronic city,3 BHK,29601.19,2076.3,Unfurnished,Ground Floor,YES,2.12,1.2,09-05-2027,Family,4.4
813,Elite Apartments 78,Electronic City,1BHK,13679.59,1407.8,semi-furnished,Low Rise,NO,6.21,9.5,18-01-2027,Bachelor,4
814,Budget Homes 66,JP Nagar,1 BHK,19909.39,1735,UNFURNISHED,low rise,yes,7.73,5,24-03-2026,BACHELOR,2.7
815,Comfort Villa 94,Hebbal,3bhk,26676.38,1854.6,FURNISHED,High Rise,yes,6.71,5.7,28-08-2025,BACHELOR,1.9
816,Metro View 19,Koramangala,1BHK,,1310.5,Furnished,Ground Floor,Yes,5.2,3.9,17-04-2025,Any,3.5
817,Urban Heights 47,HSR Layout,1bhk,11461.19,1222.4,Unfurnished,High Rise,YES,5.86,8.3,08-02-2027,bachelor,1.7
818,Green Park Apartments 51,Whitefield,3bhk,33508.51,463.3,semi-furnished,Ground Floor,No,4.55,2,01-07-2025,Bachelor,1.1
819,Royal Residency 64,WHITEFIELD,2bhk,19295.06,610.6,Unfurnished,ground floor,yes,0.29,5.8,21-03-2025,Any,3.7
820,Green Park Apartments 3,JP NAGAR,2BHK,25321.48,714.1,Unfurnished,HIGH RISE,yes,7.84,5.5,09-02-2027,Family,4.4
821,Sunshine Residency 1,BTM Layout,3 BHK,31795.59,1684.7,Unfurnished,High Rise,YES,5.5,5.1,24-07-2025,FAMILY,4.3
822,Green Park Apartments 1,BTM Layout,2bhk,13316.84,929.2,Furnished,High Rise,YES,6.1 km,6.7,16-02-2027,BACHELOR,1.6
823,Elite Apartments 94,indiranagar,4 BHK,52442.57,1682.4,semi-furnished,Ground Floor,Yes,1.11,3.5,11-06-2027,FAMILY,1.7
824,Budget Homes 84,HSR Layout,1bhk,25403.51,2203.5,furnished,High Rise,NO,1.85,9.4,17-07-2026,family,2.9
825,Sunshine Residency 32,Whitefield,3BHK,35387.32,1798.8,FURNISHED,Ground Floor,No,3.86,6.8,19-05-2025,family,3.3
826,Urban Heights 91,Marathahalli,1 BHK,17946.99,608.9,Furnished,Mid Rise,No,7.47,6.2,16-06-2026,Bachelor,2.3
827,Elite Apartments 47,btm layout,1BHK,6829.83,1227.3,unfurnished,Ground Floor,YES,4.38,9.9,01-03-2025,BACHELOR,4.1
828,City Homes 62,JP NAGAR,3BHK,27840.45,2536.6,Furnished,High Rise,no,6.49,1.9,27-Jun-25,BACHELOR,2.2
829,Green Park Apartments 82,KORAMANGALA,2 BHK,12116.26,1009.2,Furnished,HIGH RISE,NO,1.79,3.6,05-02-2026,Any,2.9
830,Green Park Apartments 56,electronic city,1 BHK,,2055.8,semi-furnished,High Rise,NO,3.64,4,09-Mar-26,Any,4.7
831,Royal Residency 14,Koramangala,2bhk,22763.87,1296.7,UNFURNISHED,Mid Rise,no,9.89,6.7,29-01-2025,family,3.2
832,Urban Heights 74,Marathahalli,3BHK,37291.95,431.3,Semi-Furnished,Ground Floor,No,1.77,5.4,21-12-2025,BACHELOR,3.3
833,Sunshine Residency 56,Marathahalli,2bhk,17564.81,1684.1,Furnished,Low Rise,No,1.32,1.3,09-03-2027,Bachelor,3.1
834,Metro View 90,Whitefield,2 BHK,28881.98,1899.2,FURNISHED,Low Rise,No,7.77,2.2,17-04-2026,family,3.2
835,Comfort Villa 41,indiranagar,2BHK,33062.11,424,UNFURNISHED,HIGH RISE,No,7.4,7.1,21-03-2025,BACHELOR,3.2
836,Urban Heights 52,BTM Layout,4 BHK,53312.26,797.8,furnished,HIGH RISE,yes,9.38,3.2,14-Oct-26,FAMILY,2
837,City Homes 82,hsr layout,2bhk,22753.95,1893.6,furnished,HIGH RISE,Yes,1.06,7.3,24-Sep-26,Bachelor,4.4
838,Comfort Villa 46,btm layout,2 BHK,22810.36,1070.3,Furnished,Low Rise,,0.38,9.3,03-Jun-26,family,2
839,Budget Homes 22,JP NAGAR,1bhk,17418.08,485.4,unfurnished,Low Rise,YES,8.76,4,13-06-2026,Bachelor,4.3
840,Urban Heights 25,HSR Layout,4 BHK,41848.27,2233.4,unfurnished,Low Rise,yes,0.93,5.7,12-06-2026,any,3.2
841,Royal Residency 61,btm layout,3bhk,32219.57,856.7,UNFURNISHED,GROUND FLOOR,no,5.65,2.6,23-Jun-27,Any,2.8
842,Elite Apartments 95,Indiranagar,2bhk,11924.17,2965.7,unfurnished,ground floor,,2.95,9.7,09-07-2025,Family,3.4
843,Urban Heights 26,Electronic City,1BHK,18888.13,1335.9,unfurnished,Low Rise,yes,9.06,3,07-04-2025,Bachelor,4.1
844,Metro View 66,Hebbal,1bhk,18501.93,1457.5,Unfurnished,ground floor,NO,6.9,3.2,14-02-2027,bachelor,
845,Sunshine Residency 28,Electronic City,1BHK,19511.11,2057.7,semi-furnished,HIGH RISE,YES,9.18,1.9,28-01-2027,any,1.4
846,Metro View 21,indiranagar,3BHK,33615.58,1579.2,semi-furnished,Mid Rise,no,5.56,1.3,27-11-2026,BACHELOR,4
847,Budget Homes 7,electronic city,1bhk,9646.35,,UNFURNISHED,Ground Floor,YES,7.01,,09-03-2025,bachelor,2.7
848,City Homes 100,Jayanagar,3BHK,29174.78,2557.4,UNFURNISHED,HIGH RISE,yes,3.8,2.7,28-07-2025,any,2.8
849,Royal Residency 17,hsr layout,3bhk,34771.47,2602.2,unfurnished,Low Rise,no,1.69,8,27-03-2027,FAMILY,2.4
850,Budget Homes 62,JP Nagar,3 BHK,30621.26,2954.5,Furnished,HIGH RISE,No,9.15,1.7,16-03-2027,any,3.2
851,Elite Apartments 60,Hebbal,1bhk,15031.31,837.6,furnished,Low Rise,Yes,9.08,1.3,08-05-2027,bachelor,4.9
852,Elite Apartments 30,hsr layout,4 BHK,43548.82,1565.1,Semi-Furnished,HIGH RISE,Yes,7.51,9.4,06-02-2025,family,1.9
853,Sunshine Residency 73,  Electronic City  ,1 BHK,20938.34,508.1,unfurnished,GROUND FLOOR,,0.82,,17-07-2025,FAMILY,2.4
854,Budget Homes 82,BTM Layout,2bhk,999999,2791,unfurnished,Ground Floor,yes,0.95,8.4,02-05-2027,FAMILY,3.7
855,Lake View Residency 19,HSR Layout,1BHK,17579.16,2140.3,Furnished,ground floor,no,4.6,8.7,12-06-2025,Bachelor,4.8
856,Elite Apartments 65,JP NAGAR,3BHK,29418.83,880.1,furnished,GROUND FLOOR,Yes,5.42,5.3,23-10-2025,bachelor,1.5
857,Green Park Apartments 40,indiranagar,2BHK,,1058.2,FURNISHED,ground floor,yes,9.23,7.7,06-02-2025,Family,3.2
858,Lake View Residency 80,electronic city,1bhk,15788.57,1150.3,Furnished,Mid Rise,Yes,7.21,7,25-10-2026,Any,
859,Elite Apartments 66,JP Nagar,3 BHK,25498.91,1813.7,semi-furnished,ground floor,Yes,3.02,8.7,29-05-2025,FAMILY,2.4
860,Metro View 19,HSR Layout,3bhk,25895.75,657,Semi-Furnished,Mid Rise,no,0.51,1.7,30-03-2026,any,1
861,City Homes 25,Jayanagar,2BHK,29407.96,1986.2,Unfurnished,GROUND FLOOR,NO,0.41,8,03-10-2025,any,
862,City Homes 55,Indiranagar,1BHK,18419.1,1387.3,UNFURNISHED,low rise,YES,2.55,5.3,05-03-2025,bachelor,2.8
863,Comfort Villa 8,BTM Layout,3BHK,33845.43,2076.3,furnished,ground floor,No,6.28,8.6,19-02-2025,any,3.5
864,Green Park Apartments 41,btm layout,3bhk,25672.16,2434.9,furnished,Mid Rise,NO,7.13,8.1,27-07-2025,Bachelor,1.4
865,Lake View Residency 86,electronic city,1BHK,9086.77,1531.3,UNFURNISHED,low rise,NO,1.46,5.7,29-06-2026,any,3.8
866,Green Park Apartments 35,hsr layout,1 BHK,19362.16,1017.9,Furnished,High Rise,no,2.69,7.5,11-07-2026,FAMILY,4.7
867,Green Park Apartments 10,BTM Layout,2bhk,19860.94,1811.3,Furnished,ground floor,Yes,8.66,4.5,21-05-2026,bachelor,4.9
868,Urban Heights 62,Koramangala,2bhk,28836.51,978.2,furnished,low rise,NO,3.43,,14-Feb-27,Bachelor,4.8
869,Royal Residency 61,electronic city,1 BHK,14495.91,1607.2,semi-furnished,Ground Floor,yes,3.34,8.6,01-May-25,bachelor,4.7
870,Green Park Apartments 6,HSR Layout,2 BHK,23982.68,2919,FURNISHED,Low Rise,Yes,3.4,8,24-05-2027,BACHELOR,2.7
871,City Homes 15,Jayanagar,3 BHK,40537.92,1592.8,semi-furnished,High Rise,No,9.43,3.7,01-Dec-26,Family,1.4
872,Green Park Apartments 57,JP Nagar,2 BHK,27131.31,980.3,Semi-Furnished,Mid Rise,no,4.22,9.8,24-04-2026,FAMILY,4.3
873,Comfort Villa 24,  electronic city  ,3BHK,30320.78,2129.2,Semi-Furnished,Mid Rise,Yes,0.99,8.5,03-11-2025,Any,1.5
874,Elite Apartments 90,Koramangala,2BHK,27709.1,2000.6,Unfurnished,High Rise,Yes,4.29 km,1.6,18-06-2025,FAMILY,4.5
875,Royal Residency 34,jayanagar,1BHK,9064.48,724.9,unfurnished,GROUND FLOOR,Yes,,6,28-12-2026,BACHELOR,2.1
876,Elite Apartments 82,KORAMANGALA,1BHK,20516.02,2661,UNFURNISHED,Mid Rise,No,5.06,1.6,04-09-2025,BACHELOR,3.7
877,Budget Homes 39,Hebbal,1BHK,15695.87,2802.2,Furnished,High Rise,Yes,5.4,7.1,14-Apr-25,family,3.5
878,Urban Heights 14,Whitefield,3bhk,,1238.6,FURNISHED,High Rise,yes,4.63,4.5,14-02-2027,any,4.9
879,City Homes 71,JP NAGAR,3BHK,24574.34,1976.9,Furnished,Ground Floor,NO,2.11,9.8,29-08-2026,Any,4.7
880,Lake View Residency 57,Whitefield,2bhk,21092.31,1722,Unfurnished,GROUND FLOOR,YES,6.56,6.8,31-10-2026,Any,4.3
881,Sunshine Residency 44,Electronic City,2bhk,21155.57,1114.3,furnished,Mid Rise,yes,9.96 km,1.8,29-06-2025,BACHELOR,3.4
882,Metro View 81,BTM Layout,1BHK,15842.38,2913.4,furnished,low rise,YES,,4.9,23-10-2025,bachelor,2.1
883,Metro View 77,Whitefield,3 BHK,35611.48,1573.6,Unfurnished,High Rise,yes,6.01,4.6,15-03-2026,Any,8.5
884,Comfort Villa 36,JP NAGAR,1BHK,13871.04,1954.3,FURNISHED,GROUND FLOOR,yes,5.58 km,7.5,30-06-2025,any,2.6
885,Urban Heights 11,indiranagar,3 BHK,34830.66,953.4,Unfurnished,low rise,No,,6.9,03-12-2025,BACHELOR,4.1
886,Metro View 50,JP Nagar,3bhk,23254.3,1826.7,Semi-Furnished,Low Rise,NO,3.55,1,05-07-2025,bachelor,7.3
887,Lake View Residency 18,Jayanagar,2 BHK,18482.46,1513,unfurnished,Low Rise,Yes,8.56,4.8,05-02-2025,Any,1.3
888,Sunshine Residency 8,JP Nagar,3 BHK,32576.36,1465.2,furnished,Mid Rise,NO,9.94,5.5,17-Jul-26,Bachelor,3.2
889,Budget Homes 58,indiranagar,2BHK,23449.8,2612.7,UNFURNISHED,GROUND FLOOR,YES,9.37,3.9,05-11-2026,Bachelor,4.7
890,Royal Residency 40,indiranagar,2 BHK,23399.24,1316.6,semi-furnished,ground floor,No,9.99,7,06-01-2025,BACHELOR,3.2
891,Elite Apartments 59,Whitefield,1BHK,17043.58,521.3,Furnished,GROUND FLOOR,no,6.2,7,03-03-2025,bachelor,3.6
892,Royal Residency 29,Jayanagar,3 BHK,20400.24,1052.7,Unfurnished,High Rise,NO,1.88,8.1,30-01-2027,any,1.5
893,Lake View Residency 57,hsr layout,1bhk,17531.69,1356.5,semi-furnished,Ground Floor,yes,0.67,9.8,23-04-2026,Any,2.2
894,Comfort Villa 54,Marathahalli,2BHK,24542.34,1518.7,unfurnished,ground floor,YES,8.8,3.5,07-08-2025,Any,2.2
895,Comfort Villa 72,JP Nagar,3BHK,36280.06,684.4,Semi-Furnished,HIGH RISE,no,3.44,1.3,04-12-2025,Bachelor,5
896,Budget Homes 45,Indiranagar,1BHK,7848.12,2137.4,UNFURNISHED,low rise,No,0.92,8,11-09-2025,Bachelor,3.1
897,Budget Homes 26,jayanagar,3bhk,,879,FURNISHED,Mid Rise,No,8.18,8,11-04-2026,bachelor,2.6
898,City Homes 93,JP Nagar,1 BHK,14926.58,722.4,furnished,Low Rise,No,5.53,6.5,10-Aug-25,BACHELOR,3
899,City Homes 4,hsr layout,1 BHK,19946.46,2596.5,UNFURNISHED,Low Rise,Yes,8.72,6.2,10-06-2026,BACHELOR,4.2
900,City Homes 95,Indiranagar,2 BHK,,1234.7,Furnished,Mid Rise,No,0.95,6.4,11-09-2026,Family,2.7
901,Metro View 46,KORAMANGALA,4 BHK,42785.83,1059.6,furnished,Mid Rise,,7.68,4.7,07-05-2026,Any,1.3
902,Royal Residency 40,Whitefield,3BHK,29737.98,2805.7,UNFURNISHED,Mid Rise,No,0.99,6.2,01-01-2026,family,3.5
903,Metro View 60,JP NAGAR,2 BHK,28592.28,1541,Unfurnished,Low Rise,no,8.66 km,8.1,06-08-2025,bachelor,2.2
904,Sunshine Residency 25,Hebbal,1 BHK,,2947.8,Unfurnished,Low Rise,No,0.76,2.6,07-Jun-27,Any,2.4
905,Budget Homes 65,Whitefield,3bhk,,1686.6,FURNISHED,HIGH RISE,YES,3.33 km,4.6,30-08-2025,bachelor,4.3
906,Elite Apartments 48,indiranagar,1 BHK,14676.86,1480.4,furnished,low rise,No,5.17,2.9,08-06-2026,any,3.3
907,City Homes 21,Hebbal,2BHK,27321.55,635,Furnished,Mid Rise,yes,0.3,5.9,06-08-2025,Any,4.7
908,Metro View 57,KORAMANGALA,3BHK,29909.1,2900,Semi-Furnished,Mid Rise,yes,9.2,2.6,05-03-2026,Family,3.1
909,Comfort Villa 61,Jayanagar,2BHK,22198.93,1079.8,semi-furnished,low rise,Yes,3.45,4,05-04-2027,Family,1.7
910,Metro View 97,Koramangala,2bhk,22274.16,1658.4,semi-furnished,GROUND FLOOR,no,6.07,9.7,31-01-2026,BACHELOR,1.2
911,Budget Homes 86,JP Nagar,1bhk,12759.67,1071.6,unfurnished,HIGH RISE,YES,1.06,9.4,17-01-2027,family,3.4
912,Urban Heights 67,Electronic City,1 BHK,11238.29,2385.1,Furnished,ground floor,No,4.89,4.4,16-07-2026,bachelor,2
913,Urban Heights 85,HSR Layout,1BHK,7204.69,1510.5,semi-furnished,GROUND FLOOR,yes,2.35,3.1,20-08-2026,BACHELOR,2.7
914,Sunshine Residency 25,Hebbal,3BHK,43810.26,2633.7,furnished,HIGH RISE,yes,6.58,7.6,08-Jun-26,bachelor,4.6
915,Comfort Villa 43,HSR Layout,3BHK,33171.48,1813.6,unfurnished,Ground Floor,YES,2.92,3.5,17-09-2025,any,1.1
916,Comfort Villa 95,Electronic City,4 BHK,48687.24,1989.5,furnished,HIGH RISE,yes,5.56,,30-May-26,Bachelor,3.3
917,City Homes 61,BTM Layout,4 BHK,46798.92,591.7,furnished,High Rise,yes,5.19,3.4,08-04-2026,Bachelor,
918,City Homes 5,Marathahalli,1 BHK,17780.21,1969.8,semi-furnished,High Rise,no,2.19,3.9,14-Oct-25,Bachelor,4.5
919,Comfort Villa 72,Electronic City,1BHK,7117.93,1901.2,unfurnished,GROUND FLOOR,No,7.46 km,7.8,06-04-2027,Family,4.3
920,Elite Apartments 49,Marathahalli,3bhk,21486.25,1710.2,FURNISHED,ground floor,yes,8.24,5.4,21-May-26,Bachelor,4.2
921,Lake View Residency 87,Indiranagar,1bhk,23682.72,1178.3,furnished,High Rise,NO,6.58,4.9,22-Apr-27,bachelor,2.2
922,Royal Residency 10,hsr layout,3bhk,37349.55,764.9,UNFURNISHED,High Rise,Yes,9.19,2.9,15-05-2026,Any,3.5
923,Metro View 98,HSR Layout,1BHK,15803.89,2841.9,Unfurnished,ground floor,yes,4.95,7.9,11-03-2027,FAMILY,2.5
924,Green Park Apartments 24,Marathahalli,2BHK,26062.58,2752.2,Unfurnished,HIGH RISE,yes,9.98,2,28-05-2027,FAMILY,2.8
925,Urban Heights 90,JP NAGAR,2 BHK,28104.49,2063.8,Furnished,Ground Floor,Yes,1.07,2.8,30-Jun-25,FAMILY,3.5
926,Budget Homes 55,Whitefield,3 BHK,34802.41,630,UNFURNISHED,low rise,no,0.85,8.3,13-08-2026,any,3.7
927,Budget Homes 18,BTM Layout,2bhk,27473.17,2248.7,FURNISHED,HIGH RISE,Yes,8.99,8.3,17-04-2025,family,2.8
928,Sunshine Residency 50,hsr layout,1 BHK,15499.01,2278.1,Unfurnished,ground floor,no,3.95,9.6,27-Jul-26,Any,2.7
929,Metro View 49,jayanagar,2bhk,18112.15,1301.3,Unfurnished,ground floor,yes,5.87,9.1,22-07-2026,BACHELOR,3.7
930,Sunshine Residency 52,BTM Layout,3bhk,40354.59,696.9,Unfurnished,Mid Rise,YES,2.72,7.6,03-Oct-26,FAMILY,3.6
931,City Homes 54,HSR Layout,3bhk,24974.91,1622.4,Furnished,ground floor,Yes,0.42,4.6,15-06-2025,FAMILY,3.6
932,City Homes 55,electronic city,2bhk,999999,2775.8,UNFURNISHED,GROUND FLOOR,yes,3.06,8,09-03-2025,Bachelor,4.3
933,Elite Apartments 18,JP Nagar,3 BHK,22512.85,2766.6,unfurnished,Ground Floor,yes,0.41,8.5,04-01-2025,family,1.4
934,Budget Homes 93,JP Nagar,2BHK,24682.45,2826.9,Furnished,High Rise,YES,1.11,4.8,18-12-2026,any,2.6
935,Sunshine Residency 31,KORAMANGALA,3bhk,38573.48,2305.2,semi-furnished,High Rise,yes,4.37 km,2.7,09-02-2025,family,3
936,Elite Apartments 95,btm layout,4 BHK,40127.08,926.4,furnished,HIGH RISE,YES,8.64,1.4,16-06-2027,BACHELOR,3.2
937,Elite Apartments 89,jayanagar,4 BHK,50537.86,2404,Semi-Furnished,Ground Floor,no,8.49,8,25-03-2025,any,1.8
938,Green Park Apartments 56,BTM Layout,2 BHK,22405.6,2464.8,Semi-Furnished,HIGH RISE,no,8.88,7.5,19-06-2027,family,7.3
939,City Homes 41,Koramangala,1 BHK,7942.25,1237.2,FURNISHED,Ground Floor,yes,7.53,2.7,29-06-2025,family,4.5
940,Green Park Apartments 78,  Electronic City  ,1bhk,18717.35,1759.2,furnished,Ground Floor,Yes,0.91,3.2,16-05-2025,FAMILY,2
941,Green Park Apartments 57,JP Nagar,4 BHK,50193.92,1024.9,unfurnished,HIGH RISE,YES,3.67,2.5,05-10-2026,FAMILY,2.8
942,Lake View Residency 95,  btm layout  ,1bhk,18764.2,2916.4,unfurnished,HIGH RISE,NO,2.64 km,5.9,09-09-2025,BACHELOR,4.2
943,Metro View 90,KORAMANGALA,3 BHK,28722.39,2539.9,semi-furnished,High Rise,no,1.39,8.9,11-Feb-27,BACHELOR,3.6
944,Metro View 33,electronic city,2BHK,31327.42,2077.7,Semi-Furnished,Mid Rise,yes,5.72,8.1,14-08-2025,family,1.7
945,Elite Apartments 24,Koramangala,1bhk,8975.97,645.6,semi-furnished,Mid Rise,YES,0.99,6.5,15-08-2025,Family,3.5
946,Lake View Residency 83,WHITEFIELD,2bhk,,1314.2,FURNISHED,low rise,no,5.05,3.8,22-02-2027,Any,4.4
947,Urban Heights 6,electronic city,4 BHK,45876.01,2804.6,semi-furnished,GROUND FLOOR,NO,3.38,1,18-10-2026,Family,4.7
948,Royal Residency 93,Electronic City,4 BHK,48155.53,2844.1,Furnished,GROUND FLOOR,no,7.47,6.7,18-Dec-25,any,2.9
949,Sunshine Residency 20,btm layout,1bhk,16530.97,1728.4,Unfurnished,Ground Floor,No,4.88 km,7.1,14-01-2027,bachelor,
950,Royal Residency 64,JP Nagar,2bhk,21032.07,2911.8,FURNISHED,ground floor,no,9.95,9.9,28-01-2026,family,2
951,Urban Heights 67,HSR Layout,2 BHK,20854.88,2343.5,FURNISHED,Ground Floor,NO,0.8,7.8,28-11-2025,FAMILY,2
952,Sunshine Residency 67,btm layout,1 BHK,20460.39,2099.6,Semi-Furnished,low rise,yes,3.42,9.8,06-01-2026,Family,4.6
953,Green Park Apartments 23,Indiranagar,4 BHK,45511.46,2893.1,Furnished,HIGH RISE,YES,4.09,3.8,12-03-2026,Family,2.7
954,Sunshine Residency 36,hsr layout,2BHK,11375.54,2230,Furnished,GROUND FLOOR,NO,7.58,3.5,11-03-2025,BACHELOR,
955,Green Park Apartments 53,Marathahalli,1 BHK,16419.06,1428.9,unfurnished,ground floor,Yes,9.69,4.8,15-Jul-26,BACHELOR,4.1
956,Sunshine Residency 48,jayanagar,3 BHK,28307.99,2042.8,Unfurnished,Low Rise,no,2.47,5.4,19-11-2025,Any,3.1
957,City Homes 81,HSR Layout,3 BHK,38261.3,951.2,UNFURNISHED,ground floor,YES,9.73,4,12-11-2026,Family,3.9
958,Metro View 56,Indiranagar,3bhk,22110.18,1847.2,Unfurnished,low rise,no,5.5,8.8,04-05-2025,Family,3.1
959,Comfort Villa 16,Marathahalli,2 BHK,15613.35,2501.6,FURNISHED,Mid Rise,No,1.61,3,23-07-2025,Bachelor,3
960,Comfort Villa 23,Whitefield,4 BHK,41101.75,570.5,Semi-Furnished,Ground Floor,Yes,0.39,9.8,30-10-2026,Any,4.4
961,Urban Heights 53,Indiranagar,2bhk,33611.21,1220.5,unfurnished,High Rise,YES,8.95,9.2,29-04-2026,Any,4.8
962,Metro View 97,JP NAGAR,2BHK,22380.43,2976,unfurnished,Ground Floor,NO,8.01,7.2,20-12-2025,any,4.1
963,City Homes 18,indiranagar,4 BHK,33765.91,1064,Semi-Furnished,Mid Rise,,8.87,5.9,27-06-2026,any,2.4
964,Green Park Apartments 77,KORAMANGALA,4 BHK,42437.56,479.8,furnished,Low Rise,YES,4.74,3.9,26-06-2027,bachelor,3.7
965,City Homes 54,Jayanagar,2BHK,23963,1983.2,furnished,low rise,YES,3.09,1.2,24-Apr-26,any,4.7
966,Royal Residency 60,BTM Layout,4 BHK,43553.32,2263.7,UNFURNISHED,Low Rise,NO,1.65,1.9,17-Jan-27,Bachelor,3.3
967,Budget Homes 57,Jayanagar,2 BHK,26008.74,2083.2,UNFURNISHED,low rise,yes,1.27,6.4,23-01-2027,Family,3.9
968,Green Park Apartments 59,electronic city,2bhk,22342.22,2126.4,FURNISHED,High Rise,no,1.91,,07-06-2026,any,3.4
969,City Homes 61,jayanagar,1 BHK,11437.45,2298.7,Furnished,low rise,Yes,4.5,8.5,25-01-2026,any,5
